target,config_id,algorithm,feature_set,deployable_from_manual_ui,alpha,k,transformed,max_depth,learning_rate,n_estimators,mae,rmse,median_ae,max_ae,bias,r2,spearman
yield,knn|discriminating_2d|k=4|transformed=True,knn,discriminating_2d,True,,4,True,,,,8.149873442448166,10.239638285350155,6.409399240623863,21.844929183019545,2.831887404553222,-0.1749673419735207,-0.08105862101187017
yield,knn|interaction_hybrid|k=6|transformed=True,knn,interaction_hybrid,False,,6,True,,,,8.174116063171544,11.444369794256042,5.366237137233682,30.026848482701823,5.111591739844275,-0.46771025780239595,-0.09136268300490454
yield,xgboost|qmdesc_hybrid|max_depth=2|learning_rate=0.05|n_estimators=100,xgboost,qmdesc_hybrid,False,,,,2,0.05,100,8.1868141144894,10.223979074249353,6.997053702912069,28.59826511666148,2.468356924634634,-0.17137639617441702,-0.08276181373023817
yield,knn|interaction_hybrid|k=5|transformed=True,knn,interaction_hybrid,False,,5,True,,,,8.19888278921061,11.59133511014187,4.690717326875777,28.937868541831094,4.9222987522796995,-0.5056481260140371,-0.06045049702580149
yield,knn|mechanistic_full|k=6|transformed=False,knn,mechanistic_full,False,,6,False,,,,8.202009228708617,10.62391464747546,5.419538376418927,29.167176907107887,3.928494755261163,-0.2648112228517061,-0.15762519710447848
yield,knn|qmdesc_hybrid|k=4|transformed=False,knn,qmdesc_hybrid,False,,4,False,,,,8.205359805561503,11.355223143564016,4.505931114202298,32.519658013762026,4.888360121052625,-0.44493366860170314,-0.13667718616031033
yield,knn|discriminating_2d|k=3|transformed=False,knn,discriminating_2d,True,,3,False,,,,8.215690759957731,10.35885602241734,6.00393929693265,22.346338576556917,2.233494519839248,-0.20248635884530652,-0.01648649918885495
yield,xgboost|manual_expanded|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,manual_expanded,True,,,,1,0.05,100,8.220708147543043,10.806543437886162,6.359253533659881,29.937106788297456,2.8120275824090633,-0.3086700750388942,-0.34228273572052303
yield,knn|discriminating_2d|k=4|transformed=False,knn,discriminating_2d,True,,4,False,,,,8.221068560260667,10.193922424430376,6.738164113969006,21.77412832626807,2.194738578295336,-0.1644992502358238,-0.07178496521813926
yield,knn|steric_hybrid|k=2|transformed=False,knn,steric_hybrid,False,,2,False,,,,8.238157221192315,11.96094893791181,3.9946383372730594,34.475605118257064,4.8603764396388405,-0.6032004916591334,0.1382461650732108
yield,knn|manual_expanded|k=4|transformed=False,knn,manual_expanded,True,,4,False,,,,8.24550805334388,11.458265829995387,4.166289287178849,29.889425381662647,4.413170857425452,-0.4712766816134166,0.016328731749631037
yield,knn|interaction_hybrid|k=3|transformed=False,knn,interaction_hybrid,False,,3,False,,,,8.284378798533254,11.319768060726048,4.465105439344086,25.000000000000014,3.777260790727098,-0.4359245522391797,0.022325467651574414
