target,config_id,algorithm,feature_set,deployable_from_manual_ui,alpha,k,transformed,max_depth,learning_rate,n_estimators,mae,rmse,median_ae,max_ae,bias,r2,spearman
ee,knn|interaction_hybrid|k=3|transformed=True,knn,interaction_hybrid,False,,3,True,,,,6.213923949151131,11.062508979935222,3.2921282541391506,44.999999999999986,3.9306096971459445,0.05362548122248023,0.5173770344239816
ee,xgboost|steric_hybrid|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,steric_hybrid,False,,,,1,0.05,100,6.227576646726399,11.234851331050331,3.639087899437534,43.495027882782736,2.112057184686646,0.02390873667036819,0.3817513797185058
ee,xgboost|manual_core|max_depth=2|learning_rate=0.1|n_estimators=100,xgboost,manual_core,True,,,,2,0.1,100,6.230029656815005,10.483104174201616,3.7001988491520095,42.6087948813702,1.76068549690135,0.15016312993087733,0.5408224406055855
ee,xgboost|qmdesc_hybrid|max_depth=2|learning_rate=0.1|n_estimators=100,xgboost,qmdesc_hybrid,False,,,,2,0.1,100,6.231461605361593,11.052847356987842,3.5354347138084776,43.20828070500923,2.508414035086633,0.05527782265161707,0.5650535589014523
ee,ridge|manual_core|alpha=3.0,ridge,manual_core,True,3.0,,,,,,6.231916362441924,11.329666605628983,4.322547566474803,45.00749545703523,2.67475313327886,0.007363989580622787,0.49097305939319247
ee,knn|interaction_hybrid|k=2|transformed=False,knn,interaction_hybrid,False,,2,False,,,,6.232137020519013,11.193234798884852,3.401094395728691,45.0,3.960955624186783,0.031126686673314086,0.624728409957627
ee,ridge|mechanistic_full|alpha=1.0,ridge,mechanistic_full,False,1.0,,,,,,6.237417141606452,11.79964727342953,2.5881875279895397,45.198635193175406,2.604427411791789,-0.07669777644241993,0.5296517848340254
ee,knn|interaction_hybrid|k=5|transformed=False,knn,interaction_hybrid,False,,5,False,,,,6.239512447932987,10.738492074215147,3.497257494665625,42.74024239773527,3.5123521582444144,0.10825154055418318,0.4310080066073121
ee,ridge|manual_expanded|alpha=1.0,ridge,manual_expanded,True,1.0,,,,,,6.240588211674947,10.883128971000954,3.1888151059259044,45.45661672860021,3.0988447119618012,0.08406782018370074,0.653713253571875
ee,xgboost|physchem_compact|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,physchem_compact,False,,,,1,0.05,100,6.241002227250389,10.791265854991194,4.054665911302912,44.5340846094534,2.7317031856291476,0.0994650970406471,0.46973293916618813
ee,xgboost|manual_expanded|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,manual_expanded,True,,,,1,0.05,100,6.243874628356837,10.917303422392447,3.2612790643773337,44.07098987442956,2.346143373032286,0.07830649451805938,0.45428174970847846
ee,ridge|mechanism_hybrid|alpha=1.0,ridge,mechanism_hybrid,False,1.0,,,,,,6.26857060737369,10.677702318546398,3.1862784230195444,41.70147378913485,1.3112161766664245,0.118319198783289,0.6595728585960381
ee,ridge|qmdesc_hybrid|alpha=3.0,ridge,qmdesc_hybrid,False,3.0,,,,,,6.284280161937149,11.062902594463326,2.9265714283306323,43.361688167052435,3.322171801541724,0.0535581342241882,0.5303391979227132
ee,knn|mechanistic_full|k=5|transformed=True,knn,mechanistic_full,False,,5,True,,,,6.2848831011783135,11.08771013496913,3.2617655998130672,44.21860304715487,2.716187861291597,0.04930875765217235,0.5000930220204458
ee,xgboost|discriminating_2d|max_depth=2|learning_rate=0.1|n_estimators=100,xgboost,discriminating_2d,True,,,,2,0.1,100,6.28798790920959,10.51807567026934,3.25125480504731,41.97012672627238,1.6900713069808497,0.14448358327393152,0.5122170241072531
ee,knn|interaction_hybrid|k=4|transformed=True,knn,interaction_hybrid,False,,4,True,,,,6.291764060700254,10.909367586569253,3.5808978924882595,43.773771390198235,4.20048679136535,0.07964597362166892,0.49493742385528655
ee,knn|interaction_hybrid|k=4|transformed=False,knn,interaction_hybrid,False,,4,False,,,,6.2934123243906255,10.841026345933841,3.715474223173544,43.60459831634438,3.355879279582162,0.09114088828515854,0.4684720199408025
ee,knn|interaction_hybrid|k=6|transformed=False,knn,interaction_hybrid,False,,6,False,,,,6.300150162196472,11.081467407520861,3.6069756942944124,44.15043899249068,3.335074026678738,0.05037899406209101,0.4279146477082166
ee,ridge|discriminating_2d|alpha=3.0,ridge,discriminating_2d,True,3.0,,,,,,6.309177023902038,10.715568938508857,3.177640529261197,43.16995604796551,3.1667580812293425,0.11205465419451088,0.6094958993614685
ee,ridge|manual_core|alpha=10.0,ridge,manual_core,True,10.0,,,,,,6.3175462783626,11.365668568456865,4.232771295599825,45.318600574787524,2.8895530771837628,0.001045423293062786,0.4421165951788734
ee,xgboost|qmdesc_hybrid|max_depth=2|learning_rate=0.05|n_estimators=100,xgboost,qmdesc_hybrid,False,,,,2,0.05,100,6.319070936123075,11.28404725673605,3.672070073839471,44.400256199681294,2.537331865073674,0.015341671950642732,0.5623039065467005
ee,ridge|interaction_hybrid|alpha=0.3,ridge,interaction_hybrid,False,0.3,,,,,,6.320519665060446,10.613773288907005,3.2629649176247923,42.75854750323589,2.891194464303724,0.12884510847509034,0.6356220631242839
ee,xgboost|mechanistic_full|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,mechanistic_full,False,,,,1,0.05,100,6.321860270344582,11.06833429317225,4.0458734802220775,42.49887760604901,2.0419033634738417,0.05262853206301954,0.5079982725403567
ee,ridge|manual_core|alpha=1.0,ridge,manual_core,True,1.0,,,,,,6.332641072428343,11.349284999806914,4.350378478655976,44.953831565823904,2.5653817420217857,0.003923326111634928,0.49923048996462666
ee,knn|interaction_hybrid|k=5|transformed=True,knn,interaction_hybrid,False,,5,True,,,,6.359642097819196,10.86478716672018,3.672905504286142,42.965516130764456,4.355691267500538,0.08715253820336999,0.4441447839678609
ee,ridge|manual_core|alpha=0.3,ridge,manual_core,True,0.3,,,,,,6.372966521861618,11.365281182389886,4.329022105907121,44.94828949864555,2.5214776150613853,0.0011135186254794815,0.4634482908217451
ee,xgboost|discriminating_2d|max_depth=2|learning_rate=0.05|n_estimators=100,xgboost,discriminating_2d,True,,,,2,0.05,100,6.374479143904036,10.871664829088248,3.50884578924412,43.67572182590705,2.0081637168110475,0.08599646516107728,0.44014888001694447
ee,knn|manual_expanded|k=3|transformed=False,knn,manual_expanded,True,,3,False,,,,6.38010932114451,11.391995963500728,4.0,45.0,4.270534772080257,-0.003587886587281597,0.5346333202438338
ee,ridge|manual_core|alpha=0.1,ridge,manual_core,True,0.1,,,,,,6.385132275832037,11.371177228519839,4.324167868561439,44.9485408557846,2.508615687088574,7.685119214018155e-05,0.49785425153605434
ee,knn|manual_expanded|k=2|transformed=True,knn,manual_expanded,True,,2,True,,,,6.3866693950369235,11.262008865660908,4.000000000000007,44.999999999999986,4.987954822255086,0.01918410434483353,0.6199032480995164
ee,ridge|manual_core|alpha=0.03,ridge,manual_core,True,0.03,,,,,,6.389467362246363,11.373404757225954,4.322621793025384,44.948846532718406,2.5040991276532187,-0.0003149421348771497,0.49785425153605434
ee,knn|mechanistic_full|k=6|transformed=True,knn,mechanistic_full,False,,6,True,,,,6.39009802775849,11.184317333710204,4.004374350666069,45.02066275351913,2.145092846229039,0.0326698424374916,0.4021366568824204
ee,knn|manual_expanded|k=6|transformed=True,knn,manual_expanded,True,,6,True,,,,6.412867609473725,11.459799183914027,3.273147078573402,46.290899997281,4.077803134984674,-0.015569806430062672,0.44727748928601974
ee,knn|manual_expanded|k=6|transformed=False,knn,manual_expanded,True,,6,False,,,,6.419546749813602,11.274205948875922,3.3444712017838683,45.73307641345144,2.579374227889599,0.017058449600709125,0.4417725355717303
ee,ridge|manual_expanded|alpha=0.3,ridge,manual_expanded,True,0.3,,,,,,6.42972589489008,11.193070209951,3.1681296991594508,47.89028997629369,3.012182849757058,0.031155179715071313,0.5756117227503931
ee,xgboost|discriminating_2d|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,discriminating_2d,True,,,,1,0.05,100,6.430191362440815,10.979615920843319,3.378628304618836,43.947189835567556,2.252605701732233,0.06775500068633222,0.4613049223155315
ee,knn|mechanistic_full|k=4|transformed=True,knn,mechanistic_full,False,,4,True,,,,6.43156627960594,11.184423741156042,3.419931988321487,43.79351773144795,2.9542058010606516,0.03265143601751641,0.4347887785950955
ee,knn|manual_expanded|k=3|transformed=True,knn,manual_expanded,True,,3,True,,,,6.434958632968958,11.508777698100612,3.6741723060351177,44.999999999999986,5.007512293938371,-0.02426932980810692,0.5493176796415538
ee,knn|manual_expanded|k=2|transformed=False,knn,manual_expanded,True,,2,False,,,,6.448190578219441,11.271756071749095,3.750000000000007,45.0,4.537027062946309,0.017485588220411352,0.6265317193697538
ee,knn|steric_hybrid|k=3|transformed=True,knn,steric_hybrid,False,,3,True,,,,6.450938256501098,11.18857473080147,3.9330700548213855,44.999999999999986,3.5885246458216304,0.0319332588250556,0.4572078658492686
ee,knn|interaction_hybrid|k=6|transformed=True,knn,interaction_hybrid,False,,6,True,,,,6.458394662078442,11.312809130377227,3.3930308200213304,44.82773442051872,4.289594770367222,0.01031568952875761,0.41733108957970827
ee,knn|discriminating_2d|k=2|transformed=False,knn,discriminating_2d,True,,2,False,,,,6.471558067895791,11.282705573439651,4.000000000000007,44.999999999999986,2.2935044161777154,0.015575811539282336,0.46508892988113243
ee,ridge|manual_expanded|alpha=0.1,ridge,manual_expanded,True,0.1,,,,,,6.4875095721325895,11.382489395554947,3.7835734705148383,49.04742071797668,2.8960745618148493,-0.0019136065684366432,0.5212503048217846
ee,knn|interaction_hybrid|k=3|transformed=False,knn,interaction_hybrid,False,,3,False,,,,6.495737441332699,11.089645875934087,3.9450351542801414,44.999999999999986,3.13847212376068,0.04897677699908032,0.4978573129436675
ee,ridge|manual_expanded|alpha=0.03,ridge,manual_expanded,True,0.03,,,,,,6.510678867711698,11.499116701024441,3.9844897185853867,49.551174295199246,2.8147239603024854,-0.02255041405411773,0.49888643035748365
ee,knn|steric_hybrid|k=5|transformed=True,knn,steric_hybrid,False,,5,True,,,,6.527234077559251,11.572921142090248,3.0351220701698836,45.771924243351904,3.945630617859968,-0.03571854743368119,0.3901069278303821
ee,ridge|manual_core|alpha=30.0,ridge,manual_core,True,30.0,,,,,,6.533763778442183,11.5299667035039,4.374884409118309,45.94296699847892,2.9885655866429035,-0.02804440098291172,0.3719284353216826
ee,xgboost|mechanistic_full|max_depth=2|learning_rate=0.1|n_estimators=100,xgboost,mechanistic_full,False,,,,2,0.1,100,6.5435607769106445,11.167074403620072,3.5775431873896153,42.06393843844636,1.7384515115676547,0.03565022081167146,0.5423689269747516
ee,knn|qmdesc_hybrid|k=3|transformed=True,knn,qmdesc_hybrid,False,,3,True,,,,6.567688514979372,11.289051512863901,3.8425320047890636,44.999999999999986,3.3657409365513065,0.014468124546718863,0.48151851815163144
ee,knn|mechanistic_full|k=3|transformed=True,knn,mechanistic_full,False,,3,True,,,,6.589227966268333,11.348885696778195,4.043718496431524,43.42488735343983,3.1292900057316397,0.003993415009027945,0.4420066160263184
ee,ridge|steric_hybrid|alpha=30.0,ridge,steric_hybrid,False,30.0,,,,,,6.604422501506738,11.365655913869716,3.3625354218661982,44.085056412199364,3.282248232109021,0.0010476477729752798,0.4440688552923821
ee,ridge|steric_hybrid|alpha=10.0,ridge,steric_hybrid,False,10.0,,,,,,6.605702934908432,11.099640842595171,3.9873150388116017,42.17339022894292,3.37293072633229,0.04726171249892197,0.579832940308242
ee,knn|qmdesc_hybrid|k=3|transformed=False,knn,qmdesc_hybrid,False,,3,False,,,,6.607955818308773,11.193849823232103,3.7653098247503465,44.999999999999986,2.820635255049668,0.03102021217180362,0.47876698376219357
ee,knn|qmdesc_hybrid|k=4|transformed=True,knn,qmdesc_hybrid,False,,4,True,,,,6.610189333838946,11.553204569988175,3.8241161386018874,46.810110208948316,3.654557583648731,-0.032192484500927154,0.4028240699711082
ee,knn|steric_hybrid|k=6|transformed=True,knn,steric_hybrid,False,,6,True,,,,6.639681030630339,11.688961538556807,3.2885746736437653,46.250207760324116,4.097980261007418,-0.05659274698574168,0.34233171816657326
ee,knn|steric_hybrid|k=4|transformed=True,knn,steric_hybrid,False,,4,True,,,,6.672969356999038,11.705461967189201,3.7374309675553548,46.88170092946376,4.065768451255338,-0.05957787760766342,0.3361450003683821
ee,knn|manual_expanded|k=5|transformed=False,knn,manual_expanded,True,,5,False,,,,6.673598377140137,11.312153162408226,3.9369946130468634,45.228644065090634,3.4533058280803557,0.010430458968919698,0.3746809121788274
ee,knn|qmdesc_hybrid|k=4|transformed=False,knn,qmdesc_hybrid,False,,4,False,,,,6.737208022289571,11.46193948651053,3.84739417741509,46.42029761757492,2.744988089916318,-0.01594918998446726,0.3949188194511974
ee,knn|qmdesc_hybrid|k=2|transformed=True,knn,qmdesc_hybrid,False,,2,True,,,,6.752217868800691,11.621247024371751,3.615970596471115,44.999999999999986,3.632313459578037,-0.044386456751547065,0.4691027382371575
ee,knn|qmdesc_hybrid|k=5|transformed=True,knn,qmdesc_hybrid,False,,5,True,,,,6.753746064949837,11.705186860754875,3.3314809763911484,45.765580930280564,3.987821561012952,-0.059528072949430966,0.35367403412992354
ee,knn|qmdesc_hybrid|k=5|transformed=False,knn,qmdesc_hybrid,False,,5,False,,,,6.7636449214253735,11.46866448266573,4.057957322867502,45.20854756528857,2.932520900234302,-0.017141703472909775,0.4241338757204331
ee,knn|mechanistic_full|k=2|transformed=True,knn,mechanistic_full,False,,2,True,,,,6.800798823224496,11.684452492033751,3.162351438721828,44.999999999999986,3.217685260921784,-0.0557777375547881,0.42587285147399556
ee,knn|manual_core|k=3|transformed=False,knn,manual_core,True,,3,False,,,,6.804402839942265,12.015531140774568,3.26477024070023,47.4771110733742,1.7766661792580496,-0.11645625846719376,0.5935655931896217
ee,knn|discriminating_2d|k=5|transformed=False,knn,discriminating_2d,True,,5,False,,,,6.806924001279627,11.32650775164065,3.9223174172492037,44.03264576028744,0.9918974884704994,0.007917431302832623,0.5084288974368935
ee,knn|manual_core|k=3|transformed=True,knn,manual_core,True,,3,True,,,,6.8093734829722425,11.887933500033988,3.430864841660757,47.623849764392205,2.3327198700813883,-0.09286998857453677,0.5770394049801658
ee,knn|manual_core|k=4|transformed=True,knn,manual_core,True,,4,True,,,,6.812285294170004,11.796608330731909,4.272508106384912,47.13628434081005,2.392938391657866,-0.07614325113796983,0.47583443667889647
ee,knn|mechanism_hybrid|k=2|transformed=True,knn,mechanism_hybrid,False,,2,True,,,,6.81702158689395,11.336411088597282,3.8230509201952785,44.999999999999986,1.6322748173471266,0.006181817219984009,0.592237031454052
ee,xgboost|qmdesc_hybrid|max_depth=1|learning_rate=0.05|n_estimators=100,xgboost,qmdesc_hybrid,False,,,,1,0.05,100,6.818576331251181,11.599464292525841,4.398485433628373,45.562690009840324,2.513619281338854,-0.04047495408782664,0.450848207564899
ee,knn|qmdesc_hybrid|k=2|transformed=False,knn,qmdesc_hybrid,False,,2,False,,,,6.836057914337461,11.561711314243556,3.7721725884061073,45.0,3.157547727557386,-0.03371307215385566,0.5018115598070416
ee,knn|manual_core|k=6|transformed=True,knn,manual_core,True,,6,True,,,,6.837884287028822,11.903198562322954,3.986310909724338,47.61431365904258,2.348105131110043,-0.09567845640984429,0.28075263942876316
ee,knn|mechanistic_full|k=5|transformed=False,knn,mechanistic_full,False,,5,False,,,,6.83826976135199,11.230353303104412,3.7921707089955135,44.057659468039915,1.4227257357051626,0.024690163456546066,0.47500244428333754
