version,policy,target,validation,mae,rmse,median_ae,max_ae,bias,r2,spearman
4.0.0,historical,yield,nested_group_holdout,7.974173155200252,10.799971354798863,5.466389478951768,26.1432584048803,3.68688279934532,,
4.0.0,historical,ee,nested_group_holdout,7.805768073314455,12.224653643324826,5.011582806807695,45.20735289367137,1.9135328978927384,,
4.3.0,production_champion,yield,nested_group_holdout,8.02921634518887,10.948383604117453,5.562129160875237,30.275319910590497,1.9593098326366092,-0.3432491544825558,0.0154534506965174
4.3.0,production_champion,ee,nested_group_holdout,6.179707360841407,10.993087684715332,3.574924711285732,45.20735289367137,2.669467894632831,0.0654659061677979,0.6201928819486031
4.4.0,all_candidates_challenger,yield,nested_group_holdout,8.704368798521072,12.268274067897968,5.821995050172902,36.39770477154306,2.707143302423252,-0.6866443017210238,-0.2840000828004438
4.4.0,all_candidates_challenger,ee,nested_group_holdout,7.210624165234929,11.633968107281614,4.957516080270409,46.26751216593115,3.5974035887475537,-0.0466741627478051,0.3057792456187401
4.4.0,manual_only_challenger,yield,nested_group_holdout,8.37607487838538,10.915198822108866,6.179528140807037,28.64265003594436,3.2915790403915617,-0.3351186619005493,-0.2012041866412508
4.4.0,manual_only_challenger,ee,nested_group_holdout,7.0227101611482246,11.746217163592782,4.710038141267958,46.26751216593115,3.416295032283761,-0.066969039241036,0.3331085879758956
